dataset,sigma,method,image,rho_1,rho_ratio_1,rho_phase_1,E_band1_clean,rho_2,rho_ratio_2,rho_phase_2,E_band2_clean,rho_3,rho_ratio_3,rho_phase_3,E_band3_clean,rho_4,rho_ratio_4,rho_phase_4,E_band4_clean
VOC,5,gaussian_filter,2009_003126_jpg.rf.17fa4972d5c49bd55f8e6fd549c72d35.jpg,0.9954833396317259,0.9954833396317259,0.9894843956205311,7178083080846855.0,0.34074830817554813,0.34074830817554813,0.5272403578858101,15925401943923.928,0.09198402397678784,0.0919840239767878,0.2027382520623251,3302261171201.2905,0.05882824483550575,0.05882824483550567,0.05778070236910027,1850566591160.6682
VOC,5,autoencoder,2009_003126_jpg.rf.17fa4972d5c49bd55f8e6fd549c72d35.jpg,0.8841179465651351,0.8841179465651351,0.6817609261927347,7178083080846855.0,0.6668786120331496,1.3331213879668504,0.04232352081477242,15925401943923.928,0.6381604719968397,1.3618395280031603,-0.45658170252931174,3302261171201.2905,0.5198826735259285,1.4801173264740715,-0.5520503844803826,1850566591160.6682
VOC,5,dncnn,2009_003126_jpg.rf.17fa4972d5c49bd55f8e6fd549c72d35.jpg,0.8959026617230514,0.8959026617230514,0.6821848505064334,7178083080846855.0,0.43218079533687415,1.5678192046631259,0.15561970398459846,15925401943923.928,0.0,2.2758297823310376,-0.19997084440147161,3302261171201.2905,0.0,2.9084787941648136,-0.45481215330363467,1850566591160.6682
VOC,5,cae_pso,2009_003126_jpg.rf.17fa4972d5c49bd55f8e6fd549c72d35.jpg,0.9106017926983511,0.9106017926983511,0.6813589813058254,7178083080846855.0,0.619614522202993,1.380385477797007,0.07313426424382818,15925401943923.928,0.5670686004948703,1.4329313995051298,-0.4413207402346908,3302261171201.2905,0.45425860292174847,1.5457413970782516,-0.5692164038151992,1850566591160.6682
VOC,5,bm3d,2009_003441_jpg.rf.cad6c31556c8b251f2ae406180855b1b.jpg,0.9996346160984696,0.9996346160984696,0.9914563503512559,2323931147774654.5,0.9761277600045756,0.9761277600045756,0.8230926543713862,12546733054467.69,0.941260515547836,0.941260515547836,0.7352967810030326,6140473601951.853,0.9285433604352431,0.9285433604352431,0.6204116965772017,3058494381222.218
VOC,5,gaussian_filter,2009_003441_jpg.rf.cad6c31556c8b251f2ae406180855b1b.jpg,0.996783695219657,0.996783695219657,0.9847908774066381,2323931147774654.5,0.3502143068236405,0.3502143068236406,0.5175999418067367,12546733054467.69,0.07830100083040215,0.07830100083040203,0.18343698821509835,6140473601951.853,0.06132663171002295,0.06132663171002307,0.05805920933613162,3058494381222.218
VOC,5,autoencoder,2009_003441_jpg.rf.cad6c31556c8b251f2ae406180855b1b.jpg,0.9429649858806645,0.9429649858806645,0.7858676591514422,2323931147774654.5,0.8160897525405167,0.8160897525405167,0.3852151454869016,12546733054467.69,0.20119713769898617,0.20119713769898617,0.0014648100278741305,6140473601951.853,0.20791097630054467,0.2079109763005447,-0.0620136118903154,3058494381222.218
VOC,5,dncnn,2009_003441_jpg.rf.cad6c31556c8b251f2ae406180855b1b.jpg,0.9586105340410183,0.9586105340410183,0.7865862145655002,2323931147774654.5,0.9190967930857985,1.0809032069142015,0.569080838375789,12546733054467.69,0.9228469649507576,1.0771530350492424,0.49990257016513495,6140473601951.853,0.6648892483503379,1.335110751649662,0.2621024525369178,3058494381222.218
VOC,5,cae_pso,2009_003441_jpg.rf.cad6c31556c8b251f2ae406180855b1b.jpg,0.9642024597119984,0.9642024597119984,0.7841977696073597,2323931147774654.5,0.8756002792906441,0.8756002792906441,0.44232611661802146,12546733054467.69,0.23523682819352776,0.23523682819352776,0.010907664810673734,6140473601951.853,0.2317606710685094,0.23176067106850942,-0.06322002056841325,3058494381222.218
VOC,5,bm3d,2010_001080_jpg.rf.e6f937e9b817d762db58438615daf5fe.jpg,0.9962620122729967,0.9962620122729967,0.9907917671108218,2509230733358256.5,0.989335842986459,0.989335842986459,0.8958144519502871,36909639305007.02,0.9747150199433954,0.9747150199433954,0.7827176708667546,8617896202601.325,0.9678274800941848,0.9678274800941848,0.6755532758069471,4688013669799.727
VOC,5,gaussian_filter,2010_001080_jpg.rf.e6f937e9b817d762db58438615daf5fe.jpg,0.9894973521409532,0.9894973521409532,0.9770894142911251,2509230733358256.5,0.33878496101572575,0.33878496101572575,0.5323793964989723,36909639305007.02,0.0996971346808333,0.0996971346808333,0.20675251881629397,8617896202601.325,0.07990265922188533,0.07990265922188523,0.06953544451180671,4688013669799.727
VOC,5,autoencoder,2010_001080_jpg.rf.e6f937e9b817d762db58438615daf5fe.jpg,0.9331129486939103,0.9331129486939103,0.7563251196955816,2509230733358256.5,0.7911579262853833,0.7911579262853833,0.4600113048247295,36909639305007.02,0.31801619759267286,0.31801619759267297,0.03348563090057233,8617896202601.325,0.26116741999503157,0.26116741999503146,-0.030137691429438673,4688013669799.727
VOC,5,dncnn,2010_001080_jpg.rf.e6f937e9b817d762db58438615daf5fe.jpg,0.9414448256962678,0.9414448256962678,0.7577377934815063,2509230733358256.5,0.9992228118859559,1.0007771881140441,0.6423248955726127,36909639305007.02,0.9029911017352367,1.0970088982647634,0.5324793747708733,8617896202601.325,0.7383543001585239,1.2616456998414762,0.3778881514617065,4688013669799.727
VOC,5,cae_pso,2010_001080_jpg.rf.e6f937e9b817d762db58438615daf5fe.jpg,0.929397155384241,0.929397155384241,0.7548036251286103,2509230733358256.5,0.8755872834019048,0.8755872834019048,0.5237445380131915,36909639305007.02,0.39168002183916484,0.39168002183916484,0.07466292283109377,8617896202601.325,0.29312786859955975,0.2931278685995597,-0.03573224948768616,4688013669799.727
VOC,5,bm3d,2010_002185_jpg.rf.c0fd6c5f73ac8780ef68286225ca2fcd.jpg,0.9998918857141389,0.9998918857141389,0.9915390174039989,2719525945362655.0,0.9778709425193173,0.9778709425193173,0.8078586377353563,12108768841204.701,0.9371393412045566,0.9371393412045564,0.5053828855015616,1571413946397.1572,0.93782321587319,0.93782321587319,0.4103855822023392,977532111142.163
VOC,5,gaussian_filter,2010_002185_jpg.rf.c0fd6c5f73ac8780ef68286225ca2fcd.jpg,0.9965259564990224,0.9965259564990224,0.9833662982824766,2719525945362655.0,0.374059951938321,0.3740599519383209,0.5536546304513341,12108768841204.701,0.1041276832866671,0.10412768328666706,0.19050391099222508,1571413946397.1572,0.06034065111651954,0.06034065111651952,0.05658915567552003,977532111142.163
